,Fahrzeugklasse,Fahrzeugart_Code,Fahrzeugart,Marken_Code,Marke,Marke_und_Typ,Typ1,Typ2,Typ3,Typ4,Typengenehmigungs-Nr,Typengenehmigungs-Nr_Zusatz,Karosserieform_Code,Karosserieform,Farbe,Farbe_Zusatz,Sitzplätze,Sitzplätze_vorne,Stehplätze,Leergewicht,Nutzlast,Gesamtgewicht,Gesamtzugsgewicht,Anhängelast,Dachlast,Tankinhalt_Aufbaus,Hubraum,Zylinder,Leistung,Motorkennzeichen,Treibstoff_Code,Treibstoff,CO2,Emissionscode,Energieeffizienzkategorie,Getriebe_Code,Getriebe,Getriebe_Detailcode,Antrieb_Code,Antrieb,Achsen,Erstinverkehrsetzung_Jahr,Erstinverkehrsetzung_Monat,Erstinvekehrsetzung_Kanton,Erstinverkehrsetzung_Staat,Gebrauchtcode,Ersterfassung_Jahr,Ersterfassung_Monat,Schildfarbe_Code,Schildfarbe,Schildart_Code,Schildart,Inverkehrsetzung_Status_Code,Inverkehrsetzung_Kanton,PLZ,Ort,BFS-Gemeinde-Nr,Staat_Code,Staat,Halterart_Code,Halterart,Besondere_Verwendung_Code,Besondere_Verwendung,Unnamed: 63
4175005,,81,Landw. Motorkarren,6219,REFORM,REFORM Metrac 3003 S,Metrac 3003 S,Metrac,3003,S,8R3002,M,269,Geräteträger,Rot,,1,1,0,1280,420,1700,0,1200,0,0,1860,4,29,V1902,D,Diesel,,D00,,M,Mechanisch,M8,A,Allrad,2,1992,11,Kanton,,G,,,3.0,"Grün, Landw. Fahrzeug",N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1510,CH,Schweiz,1,männlich,,,
5421156,M1,1,Personenwagen,5100,TOYOTA,TOYOTA AURIS 1.6,AURIS 1.6,AURIS,1.6,,1TA380,,163,Limousine,Grau,Metallic,5,2,0,1375,375,1750,0,0,75,0,1598,4,91,,B,Benzin,166.0,B04,G,M,Mechanisch,M5,V,Vorderrad,2,2007,8,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5853,CH,Schweiz,2,weiblich,,,
4267182,M1,1,Personenwagen,2082,RENAULT,RENAULT Twingo 1.2 16V,Twingo 1.2 16V,Twingo,1.2,16V,1RA836,,163,Limousine,Weiss,,4,2,0,1065,305,1370,0,0,60,0,1149,4,56.0,D4FJ7??,B,Benzin,135.0,B04,F,M,Mechanisch,M5,V,Vorderrad,2,2009,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,35,CH,Schweiz,2,weiblich,,,
307951,M1,1,Personenwagen,4009,AUDI,AUDI Q5 3.0TDI,Q5 3.0TDI,Q5,3.0TDI,,1AC556,,161,Stationswagen,Weiss,,5,2,0,1948,542,2490,0,0,100,0,2967,6,176,CCW,D,Diesel,199.0,B5a,G,M,Mechanisch,M7A,A,Allrad,2,2011,9,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6008,CH,Schweiz,3,juristisch,,,
1073670,M1,1,Personenwagen,2026,CITROEN,Citroen C4 Picasso 1.6i,C4 Picasso 1.6i,C4,Picasso,1.6i,1CE141,,163,Limousine,Rot,,5,2,0,1553,487,2040,0,0,80,0,1598,4,115.0,5FV,B,Benzin,159.0,B5a,F,M,Mechanisch,M6A,V,Vorderrad,2,2010,9,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,867,CH,Schweiz,2,weiblich,,,
6009349,M1,1,Personenwagen,4017,VW,VW Golf 4motion,Golf 4motion,Golf,4motion,,1VC990,,163,Limousine,Schwarz,Metallic,5,2,0,1559,411,1970,0,0,75,0,2792,6,150.0,,B,Benzin,266.0,B04,G,M,Mechanisch,M6,A,Allrad,2,2003,6,Kanton,Liechtenstein,A,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5257,FL,Liechtenstein,1,männlich,,,
1192780,N1,30,Lieferwagen,3297,DAIHATSU,DAIHATSU Hijet Pick Up 1.3,Hijet Pick Up 1.3,Hijet,Pick,Up 1.3,3DC115,,108,Brücke,Weiss,,2,2,0,875,675,1550,0,0,50,0,1296,4,48.0,,B,Benzin,,B03,,M,Mechanisch,M5,H,Hinterrad,2,2003,4,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2579,CH,Schweiz,1,männlich,,,
3304148,M1,1,Personenwagen,7118,MITSUBISHI,MITSUBISHI ASX 2.2 DiD,ASX 2.2 DiD,ASX,2.2,DiD,1MK563,,161,Stationswagen,Weiss,Metallic,5,2,0,1595,465,2060,0,0,80,0,2268,4,110,4N14,D,Diesel,153.0,B5b,F,A,Automat,A6,A,Allrad,2,2013,10,Kanton,Liechtenstein,A,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2155,FL,Liechtenstein,2,weiblich,,,
5449340,M1,1,Personenwagen,2114,TOYOTA,TOYOTA Yaris Hybrid,Yaris Hybrid,Yaris,Hybrid,,1TA720,,163,Limousine,Grau,Metallic,5,2,0,1165,400,1565,0,0,70,0,1497,4,54,1NZ,C,Benzin / Elektrisch,75.0,B6b,A,S,Stufenlos,S,V,Vorderrad,2,2017,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2401,CH,Schweiz,2,weiblich,,,
3984763,L3,60,Motorrad,2076,PEUGEOT,PEUGEOT Citystar 125,Citystar 125,Citystar,125,,6PA206,,285,Roller,Grau,Metallic,2,0,0,232,108,340,0,0,0,0,125,1,10.3,,B,Benzin,,C03,,S,Stufenlos,S,H,Hinterrad,2,2016,2,Kanton,,,,,1.0,Weiss (Motorrad),N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3274,CH,Schweiz,2,weiblich,,,
4545822,M1,1,Personenwagen,6903,SEAT,SEAT Leon XP 1.8TSI,Leon XP 1.8TSI,Leon,XP,1.8TSI,1SH192,,161,Stationswagen,Braun,Metallic,5,2,0,1486,524,2010,0,0,75,0,1798,4,132,CJSB,B,Benzin,150.0,B6b,G,M,Mechanisch,M6A,A,Allrad,2,2015,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1630,CH,Schweiz,1,männlich,,,
17628,,81,Landw. Motorkarren,2585,AEBI,AEBI TT 40,TT 40,TT,40,,8A1019,,269,Geräteträger,Rot,,1,1,0,1200,700,1900,0,3000,0,0,1497,4,24.4,V1505,D,Diesel,,F00,,M,Mechanisch,M8,A,Allrad,2,1994,5,Kanton,,,,,3.0,"Grün, Landw. Fahrzeug",N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4082,CH,Schweiz,1,männlich,,,
5505874,,60,Motorrad,5090,TRIUMPH,TRIUMPH Rocket III,Rocket III,Rocket,III,,6TA211,,0,---,Schwarz,,2,1,0,425,160,585,0,0,0,0,2294,3,103.0,,B,Benzin,,C01,,M,Mechanisch,M5,H,Hinterrad,2,2005,4,Kanton,,,,,1.0,Weiss (Motorrad),N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5516,CH,Schweiz,1,männlich,,,
1822478,L3,60,Motorrad,5520,HARLEY-DAVIDSON,HARLEY-DAVIDSON FXSBSE,FXSBSE,FXSBSE,,,6HB615,,0,---,Grau,Metallic,2,1,0,406,127,533,0,0,0,0,1801,2,68.0,,B,Benzin,,C03,,M,Mechanisch,M6,H,Hinterrad,2,2014,7,Kanton,,,,,1.0,Weiss (Motorrad),N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,768,CH,Schweiz,1,männlich,,,
3164577,M1,1,Personenwagen,4043,MERCEDES-BENZ,MERCEDES-BENZ V250 4m,V250 4m,V250,4m,,1MG578,,163,Limousine,Braun,Metallic,6,2,0,2480,620,3100,5600,2500,150,0,2143,4,140,651950,D,Diesel,177.0,B6b,F,A,Automat,A7,A,Allrad,2,2016,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6240,CH,Schweiz,3,juristisch,,,
4564996,M1,1,Personenwagen,6903,SEAT,SEAT Altea,Altea,Altea,,,1SB837,,163,Limousine,Schwarz,Metallic,5,2,0,1557,468,2025,0,0,75,0,1968,4,103.0,,D,Diesel,154.0,B04,F,M,Mechanisch,M6,V,Vorderrad,2,2004,8,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3723,CH,Schweiz,1,männlich,,,
2268745,M1,1,Personenwagen,6320,HYUNDAI,HYUNDAI iX20 1.6,iX20 1.6,iX20,1.6,,1HB796,,163,Limousine,Weiss,,5,2,0,1355,355,1710,0,0,70,0,1591,4,91.5,G4FC,B,Benzin,139.0,B5b,F,M,Mechanisch,M6,V,Vorderrad,2,2012,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2401,CH,Schweiz,2,weiblich,,,
3364195,,93,Sportgeräteanhänger,9598,NAUTILUS,NAUTILUS N 300,N 300,N,300,,959104,,298,Wassersportgerätetransport,Blau,,0,0,0,130,260,390,0,0,0,0,0,0,0.0,,,,,,,,,,,,1,1979,1,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2254,CH,Schweiz,1,männlich,,,
509628,M1,1,Personenwagen,6248,BMW,BMW 118i,118i,118i,,,,X,163,Limousine,Grau,Metallic,5,2,0,1465,420,1885,0,0,50,0,1499,4,100,,B,Benzin,119.0,B6b,,A,Automat,A8,H,Hinterrad,2,2018,4,Kanton,Frankreich,A,2019.0,1.0,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4881,CH,Schweiz,2,weiblich,,,
160721,M1,1,Personenwagen,4009,AUDI,AUDI A6 Avant qu. 3.0 TDI,A6 Avant qu. 3.0 TDI,A6,Avant,qu. 3.0 TDI,X,,161,Stationswagen,Weiss,,5,2,0,2129,431,2560,0,2100,50,0,2967,6,240,,D,Diesel,,B6b,,A,Automat,A8,A,Allrad,2,2016,6,Kanton,Deutschland,A,2017.0,2.0,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4040,CH,Schweiz,1,männlich,,,
2165799,M1,1,Personenwagen,3805,HYUNDAI,Hyundai Getz 1.6 1.6 MAN.,Getz 1.6 1.6 MAN.,Getz,1.6,1.6 MAN.,1HB625,,163,Limousine,Schwarz,,5,2,0,1102,408,1510,0,0,70,0,1599,4,78.0,G4ED-G,B,Benzin,145.0,B04,G,M,Mechanisch,M5,V,Vorderrad,2,2008,1,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6621,CH,Schweiz,1,männlich,,,
983353,M1,1,Personenwagen,2026,CITROEN,Citroen C3 1.6i 16V,C3 1.6i 16V,C3,1.6i,16V,1CD750,,163,Limousine,Rot,,5,2,0,1240,357,1597,0,0,60,0,1587,4,80.0,,B,Benzin,172.0,B04,G,A,Automat,A4,V,Vorderrad,2,2006,9,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5635,CH,Schweiz,1,männlich,,,
3421323,M1,1,Personenwagen,5063,NISSAN,NISSAN Juke,Juke,Juke,,,1NA838,,161,Stationswagen,Rot,Metallic,5,2,0,1300,380,1680,0,0,75,0,1598,4,86.0,HR16,B,Benzin,145.0,B5b,G,S,Stufenlos,S,V,Vorderrad,2,2014,11,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,703,CH,Schweiz,2,weiblich,,,
6061994,M1,1,Personenwagen,4017,VW,VW Golf 4Motion,Golf 4Motion,Golf,4Motion,,1VD367,,163,Limousine,Grau,Metallic,5,2,0,1588,432,2020,0,1600,75,0,1968,4,103.0,,D,Diesel,170.0,B04,G,M,Mechanisch,M6,A,Allrad,2,2008,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2554,CH,Schweiz,1,männlich,,,
2461842,M1,1,Personenwagen,6323,KIA,KIA Optima 1.7 CRDI,Optima 1.7 CRDI,Optima,1.7,CRDI,,X,163,Limousine,Weiss,,5,2,0,1581,469,2050,0,0,0,0,1685,4,100.0,,D,Diesel,,B5a,,A,Automat,A5,V,Vorderrad,2,2012,5,Kanton,Deutschland,A,2012.0,6.0,,,,,I,Kanton_Kürzel,PLZ,Gemeinde,5586,UA,Ukraine,1,männlich,,,
5036698,M1,1,Personenwagen,7908,SUBARU,SUBARU G3X Justy 4WD,G3X Justy 4WD,G3X,Justy,4WD,1SC653,,163,Limousine,Rot,,5,2,0,1080,390,1470,0,0,50,0,1328,4,68.6,,B,Benzin,166.0,B04,G,M,Mechanisch,M5,A,Allrad,2,2003,9,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2775,CH,Schweiz,1,männlich,,,
2216819,M1,1,Personenwagen,3864,HYUNDAI,HYUNDAI i20 1.0 TGDI,i20 1.0 TGDI,i20,1.0,TGDI,1HC128,,163,Limousine,Weiss,,5,2,0,1293,347,1640,0,0,70,0,998,3,88.3,G3LC-6I,B,Benzin,107.0,B6b,C,M,Mechanisch,M6,V,Vorderrad,2,2017,2,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5891,CH,Schweiz,2,weiblich,,,
6443650,,60,Motorrad,7106,YAMAHA,YAMAHA YP250,YP250,YP250,,,6YA109,,285,Roller,Grün,,2,1,0,233,122,355,0,0,0,0,250,1,14.7,4UD,B,Benzin,,C00,,S,Stufenlos,,H,Hinterrad,2,2002,10,Kanton,,,,,1.0,Weiss (Motorrad),N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,351,CH,Schweiz,1,männlich,,,
3707959,M1,1,Personenwagen,4050,OPEL,Opel Mokka 1.7CDTI,Mokka 1.7CDTI,Mokka,1.7CDTI,,1OB815,,161,Stationswagen,Weiss,,5,2,0,1519,377,1896,0,0,75,0,1686,4,96,A17DTS,D,Diesel,139.0,B5b,E,A,Automat,A6,V,Vorderrad,2,2014,1,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1061,CH,Schweiz,1,männlich,,,
3097001,M1,1,Personenwagen,4043,MERCEDES-BENZ,MERCEDES-BENZ C 200 4m,C 200 4m,C,200,4m,1MH484,,161,Stationswagen,Grau,Metallic,5,2,0,1760,480,2240,0,0,75,0,1497,4,135,264915,C,Benzin / Elektrisch,167.0,B6d,G,A,Automat,A9,A,Allrad,2,2018,7,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4012,CH,Schweiz,3,juristisch,,,
3705445,M1,1,Personenwagen,4050,OPEL,OPEL Mokka 1.4T,Mokka 1.4T,Mokka,1.4T,,1OC357,,161,Stationswagen,Weiss,Metallic,5,2,0,1466,377,1843,0,0,75,0,1364,4,103,A14NET / B14NET,B,Benzin,144.0,B6b,F,A,Automat,A6,V,Vorderrad,2,2016,10,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5591,CH,Schweiz,1,männlich,,,
594260,M1,1,Personenwagen,4012,BMW,BMW 323i,323i,323i,,,1BA830,,163,Limousine,Grau,Metallic,5,2,0,1385,385,1770,0,0,75,0,2494,6,125.0,256S3,B,Benzin,221.0,B01,G,M,Mechanisch,M5,H,Hinterrad,2,1997,10,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3788,CH,Schweiz,1,männlich,,,
105271,,60,Motorrad,3265,APRILIA,APRILIA Pegaso 650 Strada,Pegaso 650 Strada,Pegaso,650,Strada,6AA197,,0,---,Schwarz,,2,1,0,266,135,401,0,0,0,0,660,1,35.0,,B,Benzin,,C01,,M,Mechanisch,M5,H,Hinterrad,2,2007,4,Kanton,,,,,1.0,Weiss (Motorrad),N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4851,CH,Schweiz,1,männlich,,,
3625093,M1,1,Personenwagen,4050,OPEL,OPEL Combo C17TD,Combo C17TD,Combo,C17TD,,1OB104,,161,Stationswagen,Weiss,,5,2,0,1365,490,1855,2815,1000,100,0,1686,4,74.0,Z17DTH,D,Diesel,146.0,B04,F,M,Mechanisch,M5,V,Vorderrad,2,2008,7,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,158,CH,Schweiz,1,männlich,,,
5384456,M1,1,Personenwagen,3857,TOYOTA,Toyota Verso 1.8,Verso 1.8,Verso,1.8,,1XH837,,161,Stationswagen,Grau,,7,2,0,1575,550,2125,0,0,100,0,1798,4,108.0,,B,Benzin,158.0,B5b,F,M,Mechanisch,M6,V,Vorderrad,2,2014,8,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6238,CH,Schweiz,2,weiblich,,,
6310405,M1,1,Personenwagen,4017,VW,VW UP 1.0 BMT 55kW,UP 1.0 BMT 55kW,UP,1.0,BMT 55kW,1VF274,,163,Limousine,Blau,,4,2,0,1019,281,1300,0,0,50,0,999,3,55,CHYB,B,Benzin,95.0,B6b,B,M,Mechanisch,M5A,V,Vorderrad,2,2016,11,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6810,CH,Schweiz,1,männlich,,,
688114,M1,1,Personenwagen,4012,BMW,BMW 535i GT,535i GT,535i,GT,,1BB803,M,163,Limousine,Blau,,5,2,0,2015,555,2570,0,0,75,0,2979,6,225.0,,B,Benzin,209.0,B5a,F,A,Automat,A8,H,Hinterrad,2,2009,11,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4104,CH,Schweiz,2,weiblich,,,
2634331,,87,Landw. Arbeitsanhänger,9658,LELY,LELY Welger RP 445,Welger RP 445,Welger,RP,445,X,,351,Ballenpresse / Wickler,Rot,,0,0,0,4300,0,4300,0,0,0,0,0,0,0,,,,,,,,,,,,1,2015,4,Kanton,,,,,5.0,"Braun, Ausnahmefahrzeug",N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6135,CH,Schweiz,1,männlich,,,
2678204,,81,Landw. Motorkarren,2519,MARTIN-HENRY,MARTIN HENRY BRIGGS,BRIGGS,BRIGGS,,,2615,,108,Brücke,Grau,Metallic,1,1,0,265,325,590,0,0,50,0,234,0,2.94,,B,Benzin,,D00,,M,Mechanisch,,H,Hinterrad,2,1958,1,Kanton,,,,,3.0,"Grün, Landw. Fahrzeug",N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3542,CH,Schweiz,1,männlich,,,
1599954,M1,1,Personenwagen,4023,FORD,FORD C-Max 1.8i,C-Max 1.8i,C-Max,1.8i,,1FH666,,163,Limousine,Weiss,,5,2,0,1375,535,1910,0,0,75,0,1798,4,92.0,,B,Benzin,169.0,B04,G,M,Mechanisch,M5,V,Vorderrad,2,2009,4,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2051,CH,Schweiz,1,männlich,,,
5941148,M1,1,Personenwagen,4017,VW,VW Tiguan 2.0D 4M RL,Tiguan 2.0D 4M RL,Tiguan,2.0D,4M RL,1VF748,,163,Limousine,Grau,,5,2,0,1857,463,2320,0,2500,75,0,1968,4,110,DFGA,D,Diesel,149.0,B6b,E,M,Mechanisch,M7A,A,Allrad,2,2017,11,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1099,CH,Schweiz,3,juristisch,,,
5343907,M1,1,Personenwagen,7107,TOYOTA,Toyota RAV4 2.0,RAV4 2.0,RAV4,2.0,,1TA280,,163,Limousine,Blau,Metallic,5,2,0,1460,365,1825,0,1500,100,0,1998,4,110,,B,Benzin,211.0,B04,G,M,Mechanisch,M5,A,Allrad,2,2005,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,92,CH,Schweiz,1,männlich,,,
2240694,M1,1,Personenwagen,6320,HYUNDAI,Hyundai i30 1.6 CRDI,i30 1.6 CRDI,i30,1.6,CRDI,1HB866,,161,Stationswagen,Weiss,,5,2,0,1542,378,1920,0,0,80,0,1582,4,94.0,D4FB-5I,D,Diesel,115.0,B5b,B,M,Mechanisch,M6,V,Vorderrad,2,2014,2,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,614,CH,Schweiz,1,männlich,,,
3763906,M1,1,Personenwagen,4050,OPEL,OPEL Ampera-e,Ampera-e,Ampera-e,,,1OC563,,163,Limousine,Schwarz,,5,2,0,1701,355,2056,0,0,50,0,0,0,150,MMF,E,Elektrisch,,A24,A,M,Mechanisch,M1A,V,Vorderrad,2,2018,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2206,CH,Schweiz,1,männlich,,,
5769233,N1,30,Lieferwagen,4017,VW,VW TYP 2,TYP 2,TYP,2,,385735,,147,Kasten,Weiss,,2,2,0,1420,1090,2510,0,0,0,0,1588,4,0,,D,Diesel,,A00,,M,Mechanisch,M,H,Hinterrad,2,1986,7,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3722,CH,Schweiz,3,juristisch,,,
398038,M1,1,Personenwagen,4009,AUDI,Audi S4 Av.qu. 3.0TFSI,S4 Av.qu. 3.0TFSI,S4,Av.qu.,3.0TFSI,1AE907,,161,Stationswagen,Weiss,Metallic,5,2,0,1870,395,2265,0,0,90,0,2995,6,260,CWGD,B,Benzin,175.0,B6b,G,A,Automat,A8,A,Allrad,2,2017,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6267,CH,Schweiz,3,juristisch,,,
5360504,M1,1,Personenwagen,5100,TOYOTA,TOYOTA RAV4 2.0,RAV4 2.0,RAV4,2.0,,1TA484,,161,Stationswagen,Weiss,,5,2,0,1605,505,2110,0,1500,100,0,1987,4,116.0,3ZR,B,Benzin,177.0,B5b,G,S,Stufenlos,S,A,Allrad,2,2012,11,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6612,CH,Schweiz,1,männlich,,,
4999946,M1,1,Personenwagen,7116,SUBARU,SUBARU Forester 2.0 4WD,Forester 2.0 4WD,Forester,2.0,4WD,1SC637,,161,Stationswagen,Grau,,5,2,0,1450,425,1875,0,1500,80,0,1994,4,92,EJ20,B,Benzin,229.0,B03,G,A,Automat,A4,A,Allrad,2,2000,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,117,CH,Schweiz,1,männlich,,,
1542353,M1,1,Personenwagen,4023,FORD,Ford Focus 1.0 SCTi,Focus 1.0 SCTi,Focus,1.0,SCTi,1FJ850,,161,Stationswagen,Grau,Metallic,5,2,0,1371,529,1900,0,0,75,0,999,3,92.0,M1DD,B,Benzin,110.0,B6b,C,M,Mechanisch,M6,V,Vorderrad,2,2016,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4282,CH,Schweiz,3,juristisch,,,
5483928,M1,1,Personenwagen,2114,TOYOTA,Toyota Yaris 1.3,Yaris 1.3,Yaris,1.3,,1TA328,,163,Limousine,Grau,,5,2,0,1130,350,1480,0,0,50,0,1298,4,64.0,,B,Benzin,141.0,B04,G,M,Mechanisch,M5,V,Vorderrad,2,2006,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3203,CH,Schweiz,2,weiblich,,,
6173697,M1,1,Personenwagen,4017,VW,VW Passat V 2.0D BMT,Passat V 2.0D BMT,Passat,V,2.0D BMT,1VE996,,161,Stationswagen,Grau,Metallic,5,2,0,1572,488,2060,0,0,100,0,1968,4,110,CRLB,D,Diesel,119.0,B6b,A,M,Mechanisch,M6A,V,Vorderrad,2,2016,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5192,CH,Schweiz,3,juristisch,,,
1601543,N1,30,Lieferwagen,4023,FORD,Ford Transit 350 M TDCi,Transit 350 M TDCi,Transit,350,M TDCi,3FE709,,151,Kippbrücke,Weiss,,3,3,0,2300,1200,3500,7000,3500,100,0,2402,4,103.0,,D,Diesel,274.0,B04,,M,Mechanisch,M6,H,Hinterrad,2,2008,3,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4120,CH,Schweiz,3,juristisch,,,
1969972,,60,Motorrad,7101,HONDA,HONDA CBX 750 F,CBX 750 F,CBX,750,F,637324,,0,---,Schwarz,,2,1,0,238,187,425,0,0,0,0,747,4,59.0,,B,Benzin,,C00,,M,Mechanisch,,H,Hinterrad,2,1985,6,Kanton,,,,,1.0,Weiss (Motorrad),N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6404,CH,Schweiz,1,männlich,,,
1219777,,43,Landwirt. Traktor,4417,DEUTZ-FAHR,Deutz-Fahr DX 3.10-A,DX 3.10-A,DX,3.10-A,,495031,,308,Kabine,Grün,,1,1,0,2605,1395,4000,0,6000,0,0,2826,3,34,,D,Diesel,,F00,,M,Mechanisch,M,A,Allrad,2,1988,4,Kanton,,,,,3.0,"Grün, Landw. Fahrzeug",N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2936,CH,Schweiz,3,juristisch,,,
4085791,O1,90,Sachentransportanhänger,9228,PONGRATZ,Pongratz PA-TL 750,PA-TL 750,PA-TL,750,,9PB161,,108,Brücke,Grau,,0,0,0,129,621,750,0,0,0,0,0,0,0.0,,,,,,,,,,,,1,2008,10,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1631,CH,Schweiz,1,männlich,,,
1631411,M1,1,Personenwagen,4023,FORD,FORD Fiesta 1.0 SCTi,Fiesta 1.0 SCTi,Fiesta,1.0,SCTi,1FK367,,163,Limousine,Beige,Metallic,5,2,0,1213,457,1670,0,0,50,0,998,3,92.0,M1JM,B,Benzin,98.0,B6b,B,M,Mechanisch,M6,V,Vorderrad,2,2018,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3955,CH,Schweiz,2,weiblich,,,
414973,M1,1,Personenwagen,4009,AUDI,AUDI R8 GT Quattro,R8 GT Quattro,R8,GT,Quattro,X,,163,Limousine,Weiss,,2,2,0,1600,225,1825,0,0,0,0,5204,0,412.0,,B,Benzin,323.0,B5b,,A,Automat,,A,Allrad,2,2011,12,Kanton,Deutschland,A,2012.0,3.0,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1081,CH,Schweiz,1,männlich,,,
2975975,M1,1,Personenwagen,4043,MERCEDES-BENZ,MERCEDES-BENZ ML350Bluetec,ML350Bluetec,ML350Bluetec,,,1ME537,,161,Stationswagen,Grau,Metallic,5,2,0,2175,775,2950,0,0,100,0,2987,6,190,642826,D,Diesel,194.0,B6b,G,A,Automat,A7,A,Allrad,2,2012,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1022,CH,Schweiz,1,männlich,,,
