,Fahrzeugklasse,Fahrzeugart_Code,Fahrzeugart,Marken_Code,Marke,Marke_und_Typ,Typ1,Typ2,Typ3,Typ4,Typengenehmigungs-Nr,Typengenehmigungs-Nr_Zusatz,Karosserieform_Code,Karosserieform,Farbe,Farbe_Zusatz,Sitzplätze,Sitzplätze_vorne,Stehplätze,Leergewicht,Nutzlast,Gesamtgewicht,Gesamtzugsgewicht,Anhängelast,Dachlast,Tankinhalt_Aufbaus,Hubraum,Zylinder,Leistung,Motorkennzeichen,Treibstoff_Code,Treibstoff,CO2,Emissionscode,Energieeffizienzkategorie,Getriebe_Code,Getriebe,Getriebe_Detailcode,Antrieb_Code,Antrieb,Achsen,Erstinverkehrsetzung_Jahr,Erstinverkehrsetzung_Monat,Erstinvekehrsetzung_Kanton,Erstinverkehrsetzung_Staat,Gebrauchtcode,Ersterfassung_Jahr,Ersterfassung_Monat,Schildfarbe_Code,Schildfarbe,Schildart_Code,Schildart,Inverkehrsetzung_Status_Code,Inverkehrsetzung_Kanton,PLZ,Ort,BFS-Gemeinde-Nr,Staat_Code,Staat,Halterart_Code,Halterart,Besondere_Verwendung_Code,Besondere_Verwendung,Unnamed: 63
3627762,M1,1,Personenwagen,4050,OPEL,OPEL Corsa C14,Corsa C14,Corsa,C14,,1OA694,,163,Limousine,Rot,,5,2,0,1055,470,1525,0,0,100,0,1389,4,66.0,,B,Benzin,173.0,B04,G,M,Mechanisch,M5,V,Vorderrad,2,2002,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6133,CH,Schweiz,2,weiblich,,,
851623,,90,Sachentransportanhänger,1623,BUGNON,BUGNON tl 1000,tl 1000,tl,1000,,X,,212,Tank für Milch,Grau,,0,0,0,240,760,1000,0,0,0,600,0,0,0,,,,,,,,,,,,1,2009,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1085,CH,Schweiz,1,männlich,,,
741167,M1,1,Personenwagen,4012,BMW,BMW X1 xDrive20d,X1 xDrive20d,X1,xDrive20d,,1BC493,,161,Stationswagen,Weiss,,5,2,0,1660,485,2145,0,0,75,0,1995,4,135.0,N47D20C,D,Diesel,143.0,B5b,E,A,Automat,A8,A,Allrad,2,2013,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5480,CH,Schweiz,2,weiblich,,,
3210816,M1,1,Personenwagen,5235,MINI,MINI Cooper D Clubman,Cooper D Clubman,Cooper,D,Clubman,1MQ178,,161,Stationswagen,Weiss,,5,2,0,1435,510,1945,0,0,75,0,1995,4,110.0,B47C20A,D,Diesel,109.0,B6b,A,A,Automat,A8,V,Vorderrad,2,2016,7,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5251,CH,Schweiz,2,weiblich,,,
602438,M1,1,Personenwagen,4012,BMW,BMW 523i,523i,523i,,,1BA951,,163,Limousine,Blau,Metallic,5,2,0,1580,435,2015,0,0,100,0,2494,6,125.0,,B,Benzin,245.0,B03,G,A,Automat,A5,H,Hinterrad,2,2000,8,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4258,CH,Schweiz,1,männlich,,,
2109312,O2,90,Sachentransportanhänger,8513,HUMBAUR,HUMBAUR HU 120,HU 120,HU,120,,9HC120,,301,Brücke mit Verdeck,Grau,,0,0,0,300,900,1200,0,0,0,0,0,0,0,,,,,,,,,,,,1,2000,4,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5586,CH,Schweiz,3,juristisch,,,
3334350,M1,1,Personenwagen,6533,MITSUBISHI,Mitsubishi Carisma 1.8 GDI,Carisma 1.8 GDI,Carisma,1.8,GDI,1MK341,,163,Limousine,Grün,,5,2,0,1290,375,1665,0,0,80,0,1834,4,92.0,,B,Benzin,183.0,B02,G,A,Automat,A4,V,Vorderrad,2,1998,4,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,261,CH,Schweiz,2,weiblich,,,
4182709,M1,1,Personenwagen,2082,RENAULT,RENAULT MT TORPEDO,MT TORPEDO,MT,TORPEDO,,X,,176,Offen mit Verdeck / Hardtop,Gelb,,4,2,0,750,300,1050,0,0,0,0,950,0,44.6,,B,Benzin,,B00,,M,Mechanisch,,H,Hinterrad,2,2000,5,Kanton,,G,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4045,CH,Schweiz,2,weiblich,6.0,Veteranenfahrzeug,
4580461,M1,1,Personenwagen,6903,SEAT,SEAT Ibiza Cupra,Ibiza Cupra,Ibiza,Cupra,,1SB981,,163,Limousine,Weiss,,5,2,0,1247,438,1685,0,0,75,0,1390,4,132.0,CAVE,B,Benzin,148.0,B5a,G,M,Mechanisch,M7A,V,Vorderrad,2,2011,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,96,CH,Schweiz,2,weiblich,,,
898224,M1,1,Personenwagen,3883,CHEVROLET,CHEVROLET Captiva 3.2,Captiva 3.2,Captiva,3.2,,1CA686,,161,Stationswagen,Grau,Metallic,7,2,0,1965,475,2440,0,2000,100,0,3195,6,169.0,,B,Benzin,264.0,B04,G,A,Automat,A5,A,Allrad,2,2007,10,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4236,CH,Schweiz,2,weiblich,,,
3317932,N1,30,Lieferwagen,7118,MITSUBISHI,Mitsubishi L200 4x4 2.5TDI,L200 4x4 2.5TDI,L200,4x4,2.5TDI,3MK141,,108,Brücke,Grau,,5,2,0,1902,928,2830,0,2700,100,0,2477,4,85.0,,D,Diesel,,B03,,M,Mechanisch,M5,A,Allrad,2,2004,8,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2770,CH,Schweiz,1,männlich,,,
1973724,,60,Motorrad,7101,HONDA,HONDA Africa Twin,Africa Twin,Africa,Twin,,6H5022,,0,---,Weiss,,2,1,0,220,185,405,0,0,0,0,647,2,26.0,,B,Benzin,,C00,,M,Mechanisch,M5,H,Hinterrad,2,1988,8,Kanton,,,,,1.0,Weiss (Motorrad),N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,495,CH,Schweiz,1,männlich,,,
42780,M1,1,Personenwagen,3003,ALFA ROMEO,ALFA ROMEO 147 1.6 TS 16V,147 1.6 TS 16V,147,1.6,TS 16V,1AA247,,163,Limousine,Grau,Metallic,5,2,0,1325,405,1730,0,0,50,0,1598,4,77.0,,B,Benzin,196.0,B04,G,M,Mechanisch,M5,V,Vorderrad,2,2007,2,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2869,CH,Schweiz,1,männlich,,,
438032,M1,1,Personenwagen,5013,BENTLEY,BENTLEY Continental GT,Continental GT,Continental,GT,,1BA248,,163,Limousine,Grün,Metallic,4,2,0,2355,370,2725,0,0,0,0,5950,12,467,DBD,B,Benzin,278.0,B6c,G,A,Automat,A8,A,Allrad,2,2018,8,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,573,CH,Schweiz,3,juristisch,,,
1870368,L3,60,Motorrad,3888,HONDA,Honda CBR 600 F,CBR 600 F,CBR,600,F,,X,0,---,Rot,,2,0,0,180,207,387,0,0,0,0,599,4,81.0,,B,Benzin,,C00,,M,Mechanisch,M6,H,Hinterrad,2,2002,6,Kanton,Luxemburg,A,2013.0,7.0,1.0,Weiss (Motorrad),N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6300,CH,Schweiz,1,männlich,,,
6259831,M1,1,Personenwagen,4017,VW,VW Sharan 2.0D B M T,Sharan 2.0D B M T,Sharan,2.0D,B M T,1VD810,,163,Limousine,Grau,Metallic,6,2,0,1824,676,2500,0,0,100,0,1968,4,125,CFGB,D,Diesel,154.0,B5a,F,M,Mechanisch,M6A,V,Vorderrad,2,2012,3,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1322,CH,Schweiz,2,weiblich,,,
6339975,M1,1,Personenwagen,4017,VW,VW Golf VII R 5T,Golf VII R 5T,Golf,VII,R 5T,1VF106,,163,Limousine,Weiss,,5,2,0,1586,424,2010,0,0,75,0,1984,4,221,CJXC,B,Benzin,159.0,B6b,G,M,Mechanisch,M6A,A,Allrad,2,2014,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4671,CH,Schweiz,2,weiblich,,,
3865935,M1,1,Personenwagen,2076,PEUGEOT,Peugeot 508 SW 2.0 HDi,508 SW 2.0 HDi,508,SW,2.0 HDi,1PB474,,161,Stationswagen,Schwarz,,5,2,0,1694,486,2180,0,0,100,0,1997,4,120.0,RHH / RH02,D,Diesel,150.0,B5b,F,A,Automat,A6,V,Vorderrad,2,2014,7,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,200,CH,Schweiz,3,juristisch,,,
4611117,M1,1,Personenwagen,6903,SEAT,SEAT Alhambra 4x4,Alhambra 4x4,Alhambra,4x4,,1SB903,,163,Limousine,Grau,,7,2,0,1784,726,2510,4000,2000,75,0,1896,4,85.0,BVK,D,Diesel,188.0,B04,G,M,Mechanisch,M6,A,Allrad,2,2010,2,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6141,CH,Schweiz,1,männlich,,,
3161245,N1,30,Lieferwagen,4043,MERCEDES-BENZ,MERCEDES-BENZ Vito 114 CDI,Vito 114 CDI,Vito,114,CDI,3MM873,,147,Kasten,Weiss,,2,2,0,2300,900,3200,0,2500,150,0,2143,4,100.0,,D,Diesel,171.0,B6b,,A,Automat,A7,H,Hinterrad,2,2018,11,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2771,CH,Schweiz,3,juristisch,,,
520900,M1,1,Personenwagen,4012,BMW,BMW 218d xDrive,218d xDrive,218d,xDrive,,1BJ565,,161,Stationswagen,Grau,,5,2,0,1560,480,2040,0,0,75,0,1995,4,110.0,B47C20A,D,Diesel,122.0,B6b,B,A,Automat,A8,A,Allrad,2,2016,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6800,CH,Schweiz,1,männlich,,,
4724090,M1,1,Personenwagen,6306,SKODA,Skoda Octavia Co 1.6TDI,Octavia Co 1.6TDI,Octavia,Co,1.6TDI,1SF773,,161,Stationswagen,Schwarz,Metallic,5,2,0,1332,580,1912,0,0,75,0,1598,4,77,CLHA,D,Diesel,104.0,B5b,A,M,Mechanisch,M7A,V,Vorderrad,2,2014,10,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4010,CH,Schweiz,2,weiblich,,,
3710549,M1,1,Personenwagen,4050,OPEL,OPEL Antara A 20TD 4x4,Antara A 20TD 4x4,Antara,A,20TD 4x4,1OB227,,161,Stationswagen,Grau,Metallic,5,2,0,1896,609,2505,0,0,100,0,1991,4,110,,D,Diesel,198.0,B04,G,M,Mechanisch,M5,A,Allrad,2,2007,2,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2701,CH,Schweiz,1,männlich,,,
4406445,M1,1,Personenwagen,2082,RENAULT,RENAULT Megane,Megane,Megane,,,1RC353,,163,Limousine,Grau,Metallic,5,2,0,1443,466,1909,0,0,80,0,1598,4,96.0,R9ME4,D,Diesel,105.0,B6b,A,M,Mechanisch,M6,V,Vorderrad,2,2017,8,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5859,CH,Schweiz,3,juristisch,,,
736797,M1,1,Personenwagen,4012,BMW,BMW X1 xDrive23d,X1 xDrive23d,X1,xDrive23d,,1BB814,,161,Stationswagen,Weiss,,5,2,0,1670,490,2160,0,2000,75,0,1995,4,150,,D,Diesel,167.0,B5a,G,A,Automat,A6,A,Allrad,2,2010,1,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1150,CH,Schweiz,2,weiblich,,,
840483,,43,Landwirt. Traktor,2506,BUEHRER,BUEHRER PF 21 SUPER,PF 21 SUPER,PF,21,SUPER,411912,,0,---,Blau,,3,1,0,2430,1210,3640,0,25570,0,0,4184,4,49.3,,D,Diesel,,F00,,M,Mechanisch,,H,Hinterrad,2,1969,5,Kanton,,,,,3.0,"Grün, Landw. Fahrzeug",N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4411,CH,Schweiz,1,männlich,,,
5461349,M1,1,Personenwagen,2114,TOYOTA,TOYOTA Yaris 1.33,Yaris 1.33,Yaris,1.33,,1TA475,,163,Limousine,Blau,Metallic,5,2,0,1155,325,1480,0,900,70,0,1329,4,73,1NR,B,Benzin,120.0,B5b,E,M,Mechanisch,M6,V,Vorderrad,2,2010,11,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2275,CH,Schweiz,2,weiblich,,,
1536984,M1,1,Personenwagen,4023,FORD,FORD FOCUS 2.0I 16V,FOCUS 2.0I 16V,FOCUS,2.0I,16V,1FH414,,163,Limousine,Blau,Metallic,5,2,0,1327,468,1795,0,0,75,0,1999,4,107.0,,B,Benzin,170.0,B04,G,M,Mechanisch,M5,V,Vorderrad,2,2004,10,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1510,CH,Schweiz,2,weiblich,,,
4414990,M1,1,Personenwagen,2082,RENAULT,RENAULT Kadjar dCi110,Kadjar dCi110,Kadjar,dCi110,,1RC245,,161,Stationswagen,Schwarz,,5,2,0,1482,461,1943,0,0,75,0,1461,4,81,K9KF6,D,Diesel,99.0,B6b,A,M,Mechanisch,M6A,V,Vorderrad,2,2016,4,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5881,CH,Schweiz,1,männlich,,,
4484621,O1,90,Sachentransportanhänger,9817,SARIS,SARIS A1C,A1C,A1C,,,9SA112,,108,Brücke,Grau,,0,0,0,140,610,750,0,0,0,0,0,0,0,,,,,,,,,,,,1,2015,11,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4021,CH,Schweiz,1,männlich,,,
3945503,,1,Personenwagen,2076,PEUGEOT,PEUGEOT 207 CC 1.6i 16V,207 CC 1.6i 16V,207,CC,1.6i 16V,X,,176,Offen mit Verdeck / Hardtop,Grau,Metallic,4,2,0,1428,281,1709,0,0,0,0,1598,0,88.0,,B,Benzin,,B5a,C,M,Mechanisch,,V,Vorderrad,2,2010,10,Kanton,Deutschland,A,2010.0,10.0,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,62,CH,Schweiz,2,weiblich,,,
1379269,M1,1,Personenwagen,3019,FIAT,Fiat Punto 1.4 8V,Punto 1.4 8V,Punto,1.4,8V,1FB785,,163,Limousine,Blau,,5,2,0,1115,485,1600,0,0,75,0,1368,4,57.0,350A1000,B,Benzin,132.0,B5b,G,M,Mechanisch,M5,V,Vorderrad,2,2013,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3214,CH,Schweiz,1,männlich,,,
1412492,N1,30,Lieferwagen,3019,FIAT,FIAT Ducato 17Q 2.3 MJ,Ducato 17Q 2.3 MJ,Ducato,17Q,2.3 MJ,3FB967,,147,Kasten,Weiss,,3,3,0,2250,1250,3500,0,3000,150,0,2287,4,109,F1AE3481E,D,Diesel,195.0,B5b,,M,Mechanisch,M6,V,Vorderrad,2,2014,1,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1703,CH,Schweiz,3,juristisch,,,
291696,M1,1,Personenwagen,4009,AUDI,Audi A3 2.0TDI quattro,A3 2.0TDI quattro,A3,2.0TDI,quattro,1AC355,,163,Limousine,Grau,Metallic,5,2,0,1625,415,2040,0,0,100,0,1968,4,125.0,,D,Diesel,173.0,B04,F,M,Mechanisch,M6,A,Allrad,2,2007,4,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1370,CH,Schweiz,1,männlich,,,
2085091,O2,90,Sachentransportanhänger,8513,HUMBAUR,HUMBAUR H 12,H 12,H,12,,9H9243,,108,Brücke,Grau,,0,0,0,275,925,1200,0,0,0,0,0,0,0,,,,,,,,,,,,1,1994,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4039,CH,Schweiz,1,männlich,,,
996274,M1,1,Personenwagen,2026,CITROEN,CITROEN C4 1.6I 16V,C4 1.6I 16V,C4,1.6I,16V,1CD693,,163,Limousine,Rot,,5,2,0,1335,385,1720,0,0,75,0,1587,4,80.0,,B,Benzin,169.0,B04,G,M,Mechanisch,M5,V,Vorderrad,2,2006,10,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6421,CH,Schweiz,1,männlich,,,
1825266,L3,60,Motorrad,5520,HARLEY-DAVIDSON,HARLEY-DAVIDSON XL883L,XL883L,XL883L,,,6HB642,,0,---,Rot,,2,1,0,330,124,454,0,0,0,0,883,2,39.0,2,B,Benzin,,C03,,M,Mechanisch,M5,H,Hinterrad,2,2015,8,Kanton,,,,,1.0,Weiss (Motorrad),N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,295,CH,Schweiz,2,weiblich,,,
5196958,L3,60,Motorrad,3853,SYM,SYM VS 125,VS 125,VS,125,,6SD632,,285,Roller,Grau,Metallic,2,1,0,207,85,292,0,0,0,0,125,1,8.2,,B,Benzin,,C03,,S,Stufenlos,S,H,Hinterrad,2,2008,5,Kanton,,,,,1.0,Weiss (Motorrad),N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3427,CH,Schweiz,2,weiblich,,,
4458995,M1,1,Personenwagen,6408,SAAB,Saab 9-3 2.0 BioPower,9-3 2.0 BioPower,9-3,2.0,BioPower,1SA317,,161,Stationswagen,Blau,Metallic,5,2,0,1595,435,2030,0,0,100,0,1998,4,110.0,,K,Benzin/Alkohol (Ethanol),184.0,B04,G,M,Mechanisch,M5,V,Vorderrad,2,2007,11,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,94,CH,Schweiz,1,männlich,,,
3055497,M1,1,Personenwagen,4043,MERCEDES-BENZ,MERCEDES-BENZ A 45 AMG 4m,A 45 AMG 4m,A,45,AMG 4m,1MG639,,161,Stationswagen,Weiss,,5,2,0,1555,495,2050,0,0,100,0,1991,4,280,133980,B,Benzin,171.0,B6b,G,M,Mechanisch,M7A,A,Allrad,2,2016,8,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3203,CH,Schweiz,2,weiblich,,,
1758727,,43,Landwirt. Traktor,5035,FORDSON,FORDSON-MAJOR,-MAJOR,-MAJOR,,,152,,0,---,Blau,,1,1,0,2100,0,2100,0,0,50,0,4379,4,25.0,,B,Benzin,,F00,,M,Mechanisch,,H,Hinterrad,2,1984,7,Kanton,,G,,,3.0,"Grün, Landw. Fahrzeug",N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4781,CH,Schweiz,1,männlich,,,
3686334,M1,1,Personenwagen,4050,OPEL,OPEL Insignia A 20T4x4,Insignia A 20T4x4,Insignia,A,20T4x4,1OB323,,163,Limousine,Schwarz,Metallic,5,2,0,1770,505,2275,0,0,100,0,1998,4,162.0,,B,Benzin,229.0,B5a,G,A,Automat,A6,A,Allrad,2,2009,2,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,413,CH,Schweiz,2,weiblich,,,
5741719,N1,30,Lieferwagen,4017,VW,VW T5 4Motion,T5 4Motion,T5,4Motion,,3VD395,,147,Kasten,Blau,,2,2,0,2203,797,3000,0,0,100,0,2461,5,96.0,,D,Diesel,,B03,,M,Mechanisch,M6,A,Allrad,2,2005,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,231,CH,Schweiz,3,juristisch,,,
4636800,M1,1,Personenwagen,6903,SEAT,Seat Ibiza 1.0 TSI,Ibiza 1.0 TSI,Ibiza,1.0,TSI,1SH629,,163,Limousine,Schwarz,Metallic,5,2,0,1191,389,1580,0,0,75,0,999,3,85.0,CHZJ,B,Benzin,108.0,B6b,C,M,Mechanisch,M6,V,Vorderrad,2,2018,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,323,CH,Schweiz,2,weiblich,,,
2739515,M1,1,Personenwagen,7110,MAZDA,Mazda 2 1.3 HP,2 1.3 HP,2,1.3,HP,1MA735,,163,Limousine,Grün,Metallic,5,2,0,1025,430,1455,0,0,50,0,1349,4,63.0,,B,Benzin,129.0,B04,F,M,Mechanisch,M5,V,Vorderrad,2,2009,8,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2196,CH,Schweiz,2,weiblich,,,
6244361,M1,1,Personenwagen,4017,VW,VW Polo 1.0 MPI BMT,Polo 1.0 MPI BMT,Polo,1.0,MPI BMT,1VF218,,163,Limousine,Schwarz,,5,2,0,1106,464,1570,0,0,75,0,999,3,44.0,CHYA,B,Benzin,106.0,B6b,C,M,Mechanisch,M5,V,Vorderrad,2,2017,2,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1347,CH,Schweiz,1,männlich,,,
62664,M1,1,Personenwagen,3003,ALFA ROMEO,ALFA ROMEO Giulietta 1.4TB,Giulietta 1.4TB,Giulietta,1.4TB,,1AA502,,163,Limousine,Grau,Metallic,5,2,0,1355,430,1785,0,0,50,0,1368,4,88.0,,B,Benzin,148.0,B6b,G,M,Mechanisch,M6,V,Vorderrad,2,2014,10,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,362,CH,Schweiz,3,juristisch,,,
3368854,,43,Landwirt. Traktor,4478,NEW HOLLAND,NEW HOLLAND TS 100,TS 100,TS,100,,X,,308,Kabine,Braun,,1,1,0,4850,2650,7500,0,29500,0,0,4987,4,72.0,,D,Diesel,,F00,,M,Mechanisch,,A,Allrad,2,2002,6,Kanton,Deutschland,A,2006.0,4.0,3.0,"Grün, Landw. Fahrzeug",N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,195,CH,Schweiz,1,männlich,,,
1999670,M1,1,Personenwagen,5024,HONDA,HONDA CR-V,CR-V,CR-V,,,1HA262,,163,Limousine,Rot,,5,2,0,1555,375,1930,0,0,40,0,1998,4,110.0,,B,Benzin,216.0,B03,G,M,Mechanisch,M5,A,Allrad,2,2002,3,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2206,CH,Schweiz,1,männlich,,,
454499,,63,Motorrad-Seitenwagen,4012,BMW,BMW R75,R75,R75,,,X,,0,---,Beige,,3,0,0,458,212,670,0,0,0,0,745,2,19,,B,Benzin,,C00,,M,Mechanisch,,H,Hinterrad,0,1944,2,Kanton,,,,,1.0,Weiss (Motorrad),N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5938,CH,Schweiz,1,männlich,6.0,Veteranenfahrzeug,
5762858,N1,30,Lieferwagen,4017,VW,VW T5,T5,T5,,,3VD450,,108,Brücke,Weiss,,3,3,0,1903,1097,3000,5200,2500,100,0,2461,5,96.0,BNZ,D,Diesel,227.0,B04,D,M,Mechanisch,M6,V,Vorderrad,2,2009,2,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,371,CH,Schweiz,3,juristisch,,,
2872447,M1,1,Personenwagen,4043,MERCEDES-BENZ,MERCEDES-BENZ CLK 280,CLK 280,CLK,280,,1MD347,,163,Limousine,Grau,Metallic,4,2,0,1600,435,2035,0,0,100,0,2997,6,170.0,272940,B,Benzin,227.0,B04,G,A,Automat,A7,H,Hinterrad,2,2007,1,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5583,CH,Schweiz,1,männlich,,,
5355918,M1,1,Personenwagen,7107,TOYOTA,Toyota RAV4 2.2 D4D CP,RAV4 2.2 D4D CP,RAV4,2.2,D4D CP,1TA332,,163,Limousine,Grau,Metallic,5,2,0,1725,465,2190,0,0,100,0,2231,4,130.0,,D,Diesel,185.0,B04,G,M,Mechanisch,M6,A,Allrad,2,2007,3,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,354,CH,Schweiz,1,männlich,,,
791351,M1,1,Personenwagen,4012,BMW,BMW M5,M5,M5,,,X,,163,Limousine,Schwarz,,5,2,0,2040,370,2410,0,0,0,0,4395,0,441.0,,B,Benzin,231.0,B6b,G,A,Automat,,H,Hinterrad,2,2017,2,Kanton,Deutschland,A,2017.0,7.0,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,10,CH,Schweiz,1,männlich,,,
2254807,M1,1,Personenwagen,6320,HYUNDAI,Hyundai Tucson 2.0 CRDI,Tucson 2.0 CRDI,Tucson,2.0,CRDI,1XM244,,161,Stationswagen,Weiss,,5,2,0,1796,454,2250,0,0,100,0,1995,4,136.0,,D,Diesel,170.0,B6b,F,A,Automat,A6,A,Allrad,2,2016,4,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5451,CH,Schweiz,1,männlich,,,
5293654,M1,1,Personenwagen,6318,TOYOTA,TOYOTA Aygo 1.0,Aygo 1.0,Aygo,1.0,,1TA519,,163,Limousine,Rot,,4,2,0,925,265,1190,0,0,50,0,998,3,50.0,1KR,B,Benzin,99.0,B5b,D,M,Mechanisch,M5,V,Vorderrad,2,2012,4,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,261,CH,Schweiz,2,weiblich,,,
4330213,M1,1,Personenwagen,2082,RENAULT,RENAULT Mégane Scénic II,Mégane Scénic II,Mégane,Scénic,II,1RA508,,163,Limousine,Beige,Metallic,5,2,0,1565,420,1985,0,0,80,0,1998,4,98.5,,B,Benzin,205.0,B04,G,A,Automat,A4,V,Vorderrad,2,2007,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6640,CH,Schweiz,3,juristisch,5.0,Behindertenfahrzeug,
1898330,M1,1,Personenwagen,7101,HONDA,Honda Tourer 2.4i,Tourer 2.4i,Tourer,2.4i,,1HA268,,161,Stationswagen,Grau,,5,2,0,1645,415,2060,0,0,45,0,2354,4,140.0,K24A3,B,Benzin,232.0,B04,G,,,M6,V,Vorderrad,2,2003,4,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6153,CH,Schweiz,2,weiblich,,,
